Tipo de item,Chave da item,ID da item,Resumo,Pai,Chave pai,Parent summary,Status,Campo personalizado (Start date),Resolvido,Responsável,ID do responsável,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Campo personalizado (Data final)
Problema,FRONT-583,104255,[SMB] 1438831 - Phael | Possibilidade de exclusão de contatos [E-mail Marketing],97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,14/mai/26 12:00 AM,15/mai/26 3:10 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 40,,,,,,,,15/mai/26 3:10 PM
Subtarefa,FRONT-318,100630,Integração,90888,FRONT-16,FRONT: Novos ações e status de envios pontuais,Concluído,14/mai/26 12:00 AM,15/mai/26 4:12 PM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 36,Sprint 37,Sprint 38,Sprint 40,Sprint 41,,,,15/mai/26 4:12 PM
Subtarefa,FRONT-333,100645,UI/Components,91769,FRONT-17,FRONT: Novas ações e status envios automáticos,Concluído,,15/mai/26 4:13 PM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 36,Sprint 37,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,15/mai/26 4:13 PM
Subtarefa,FRONT-334,100646,Lógica de Estado/Hooks,91769,FRONT-17,FRONT: Novas ações e status envios automáticos,Concluído,,15/mai/26 4:13 PM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 36,Sprint 37,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,15/mai/26 4:13 PM
Subtarefa,FRONT-335,100647,Drawer de Detalhes,91769,FRONT-17,FRONT: Novas ações e status envios automáticos,Concluído,,15/mai/26 4:13 PM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 36,Sprint 37,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,15/mai/26 4:13 PM
Subtarefa,FRONT-336,100648,Integração/Relatórios,91769,FRONT-17,FRONT: Novas ações e status envios automáticos,Concluído,,15/mai/26 4:13 PM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 36,Sprint 37,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,15/mai/26 4:13 PM
Bug,POS-4093,105069,CDP - Erro ao estimar segmentação muito grande,101388,POS-3886,2.0 Segmentador,Concluído,14/mai/26 12:00 AM,15/mai/26 4:23 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 40,,,,,,,,15/mai/26 4:23 PM
Solicitação de serviço,POS-4044,104207,"ID 12794 | FASCAR | Inconsistência na Lista Unificada: Campo ""Data de Cadastro",73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,08/mai/26 12:00 AM,15/mai/26 4:43 PM,Danila Lucena,62a72fb5bf7afc006f3a9075,Sprint 40,,,,,,,,15/mai/26 4:43 PM
Problema,POS-4095,105139,Quebra de imagem no disparo | Aleatrory - 12819,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,15/mai/26 12:00 AM,15/mai/26 5:31 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 40,,,,,,,,15/mai/26 5:31 PM
Subtarefa,FRONT-584,104355,Ajustar Fluxo do NiFi para excluir os templates após a finalização do disparo,104062,FRONT-573,Adicionar SES no fluxo de campanhas,Concluído,14/mai/26 12:00 AM,17/mai/26 4:25 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 40,Sprint 41,,,,,,,17/mai/26 4:25 PM
Tarefa,POS-4005,103497,Consolidação dos Dados de Redução de Preços,97007,POS-3696,2.0 BTG ,Concluído,13/mai/26 12:00 AM,18/mai/26 9:32 AM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 40,,,,,,,,18/mai/26 9:32 AM
Problema,FRONT-577,104066,[SMB] 1221015 Fitoflora Produtos Naturais| E-mail do e-mail marketing não está apresentando o botão,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,14/mai/26 12:00 AM,18/mai/26 11:02 AM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 39,Sprint 40,,,,,,,18/mai/26 11:02 AM
Problema,FRONT-578,104067,[SMB] 1338261 - HEALTH TIME NUTRITION| WhatsApp Marketing Indisponível,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,14/mai/26 12:00 AM,18/mai/26 11:10 AM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 39,Sprint 40,,,,,,,18/mai/26 11:10 AM
Problema,FRONT-533,103837,[SMB] 1346041 - Nova Via Autopeças| Problemas no envio de e-mail marketing,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,13/mai/26 12:00 AM,18/mai/26 11:25 AM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 39,Sprint 40,,,,,,,18/mai/26 11:25 AM
Solicitação de serviço,FRONT-458,102243,Segmentador - Ajustes pós validação,101381,FRONT-360,2.0 - Segmentador,Concluído,23/abr/26 12:00 AM,,isabela.beatriz,712020:7fecd2d1-ffb2-4d42-b4b1-5af8e5f4ee5f,Sprint 38,Sprint 39,Sprint 40,,,,,,18/mai/26 3:35 PM
História,FRONT-308,100505,Ativação do Componente Countdown no Editor Beefree (Onsite/LP),101385,FRONT-364,2.0 On Site,Concluído,13/abr/26 12:00 AM,,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 38,Sprint 39,Sprint 40,,,,,,18/mai/26 4:30 PM
Tarefa,POS-4067,104700,"Visão única de Clientes: filtros multi-seleção, colunas Origem e LTV e total filtrado",102394,POS-3964,2.0 Visão do cliente,Concluído,12/mai/26 12:00 AM,18/mai/26 4:51 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 40,,,,,,,,18/mai/26 4:51 PM
História,FRONT-390,101570,Visão única: Campos custom,101382,FRONT-361,2.0 Visão única do cliente,Concluído,22/abr/26 12:00 AM,,isabela.beatriz,712020:7fecd2d1-ffb2-4d42-b4b1-5af8e5f4ee5f,Sprint 39,Sprint 40,Sprint 41,,,,,,19/mai/26 11:38 AM
História,FRONT-311,100518,Ajuste de Responsividade e Visualização do Editor Beefree,101386,FRONT-365,2.0 Landing Page,Concluído,17/abr/26 12:00 AM,,isabela.beatriz,712020:7fecd2d1-ffb2-4d42-b4b1-5af8e5f4ee5f,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,,,19/mai/26 12:09 PM
História,FRONT-33,94739,Emoticon em Mensagem de WhatsAPP e Título de e-mail,101383,FRONT-362,2.0 Campanhas,Concluído,,,isabela.beatriz,712020:7fecd2d1-ffb2-4d42-b4b1-5af8e5f4ee5f,Sprint 36,Sprint 37,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,19/mai/26 12:16 PM
Subtarefa,FRONT-510,103496,Ocultar Seleção de Tipo (Dinâmico/Estático) na Edição de Segmentos,103493,FRONT-509,Segmentador - Modal de Configuração ao Duplicar Segmento,Concluído,,19/mai/26 2:34 PM,Renato Novaes,60a4007747ba02006f2460fd,Sprint 39,Sprint 40,Sprint 41,,,,,,19/mai/26 2:34 PM
História,FRONT-509,103493,Segmentador - Modal de Configuração ao Duplicar Segmento,101381,FRONT-360,2.0 - Segmentador,Concluído,29/abr/26 12:00 AM,,isabela.beatriz,712020:7fecd2d1-ffb2-4d42-b4b1-5af8e5f4ee5f,Sprint 39,Sprint 40,Sprint 41,,,,,,19/mai/26 2:34 PM
História,FRONT-280,100198,Ajustes segmentador,101381,FRONT-360,2.0 - Segmentador,Concluído,10/abr/26 12:00 AM,,Renato Novaes,60a4007747ba02006f2460fd,Sprint 37,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,,19/mai/26 2:38 PM
História,FRONT-12,94602,[FRONT] Construção de Front do segmentador,101381,FRONT-360,2.0 - Segmentador,Concluído,,,Renato Novaes,60a4007747ba02006f2460fd,Sprint 35,Sprint 36,Sprint 37,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,19/mai/26 2:38 PM
Tarefa,POS-4074,104843,Criar endpoint de campanhas ativas por tipo e canal,97007,POS-3696,2.0 BTG ,Concluído,18/mai/26 12:00 AM,19/mai/26 4:01 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 40,,,,,,,,19/mai/26 4:01 PM
Tarefa,POS-4042,104169,Endpoint de dados de clientes,102394,POS-3964,2.0 Visão do cliente,CANCELADO,,19/mai/26 5:31 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 40,Sprint 41,,,,,,,19/mai/26 5:31 PM
Tarefa,POS-4041,104168,"Discovery: como puxar dados de produtos, preço etc direto do commerce",97007,POS-3696,2.0 BTG ,Concluído,11/mai/26 12:00 AM,19/mai/26 5:37 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 40,Sprint 41,,,,,,,19/mai/26 5:37 PM
Problema,POS-4111,105521,Opus 50480 - Volume envios WhatsApp,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,19/mai/26 12:00 AM,20/mai/26 9:23 AM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 40,Sprint 41,,,,,,,20/mai/26 9:23 AM
Subtarefa,FRONT-322,100634,UI/Layout,98070,FRONT-216,Visão única do clente: Implementar aba Compras na visão do cliente,Concluído,,20/mai/26 10:14 AM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,,,20/mai/26 10:14 AM
Subtarefa,FRONT-323,100635,Lógica/Estado,98070,FRONT-216,Visão única do clente: Implementar aba Compras na visão do cliente,Concluído,,20/mai/26 10:14 AM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,,,20/mai/26 10:14 AM
Subtarefa,FRONT-324,100636,Componentes de Tabela/Modal,98070,FRONT-216,Visão única do clente: Implementar aba Compras na visão do cliente,Concluído,,20/mai/26 10:14 AM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,,,20/mai/26 10:14 AM
Subtarefa,FRONT-325,100637,Integração,98070,FRONT-216,Visão única do clente: Implementar aba Compras na visão do cliente,Concluído,,20/mai/26 10:14 AM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,,,20/mai/26 10:14 AM
Tarefa,POS-4006,103498,Consolidação dos Dados de Novidades,97007,POS-3696,2.0 BTG ,Concluído,,20/mai/26 10:47 AM,Sávio,5bbfb807412ef82f09606a29,Sprint 40,Sprint 41,,,,,,,20/mai/26 10:47 AM
Solicitação de serviço,FRONT-672,105563,[Smb] Delivery Direto| vinculação manual,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,20/mai/26 12:00 AM,20/mai/26 3:03 PM,Anderson Silva,624c8d33ed4d6b007016e305,,,,,,,,,20/mai/26 3:03 PM
Problema,POS-4108,105517,Segmentação não está aparecendo para disparo | Tonin Atacadista - 12185,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,18/mai/26 12:00 AM,20/mai/26 4:47 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 40,Sprint 41,,,,,,,20/mai/26 4:47 PM
Subtarefa,FRONT-648,105188,UI: Página de Listagem,104877,FRONT-592,Tela de atributos personalizados,Concluído,,21/mai/26 10:10 AM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 41,,,,,,,,21/mai/26 10:10 AM
Subtarefa,FRONT-649,105190,UI: Modal de Cadastro,104877,FRONT-592,Tela de atributos personalizados,Concluído,,21/mai/26 10:10 AM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 41,,,,,,,,21/mai/26 10:10 AM
Subtarefa,FRONT-652,105196,Navegação: Sidebar e Rota,104877,FRONT-592,Tela de atributos personalizados,Concluído,,21/mai/26 10:11 AM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 41,,,,,,,,21/mai/26 10:11 AM
Problema,POS-4117,105550,E-mail enviado após opt-out,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,20/mai/26 12:00 AM,21/mai/26 1:18 PM,Danila Lucena,62a72fb5bf7afc006f3a9075,Sprint 41,,,,,,,,21/mai/26 1:18 PM
Problema,FRONT-586,104736,[SMB] 1373873 - Alianças CS | [E-mail Marketing] HTML desconfigurado em campanha,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,21/mai/26 12:00 AM,21/mai/26 6:22 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 40,Sprint 41,,,,,,,21/mai/26 6:22 PM
Problema,FRONT-582,104254,[SMB] 1219261 - LED RS| [E-mail Marketing] Erro na importação de lista de contato,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,,15/mai/26 2:39 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 40,Sprint 41,,,,,,,21/mai/26 6:24 PM
Solicitação de serviço,FRONT-635,104999,[Smb] Delivery Direto| vinculação manual,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,20/mai/26 12:00 AM,21/mai/26 6:26 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 41,,,,,,,,21/mai/26 6:26 PM
Tarefa,POS-3832,100400,Criação do Worker de Inserção de Eventos na CDP,97007,POS-3696,2.0 BTG ,Concluído,,22/mai/26 10:33 AM,Sávio,5bbfb807412ef82f09606a29,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,,,22/mai/26 10:33 AM
Tarefa,POS-3773,98715,Criação da estruturação de eventos,97007,POS-3696,2.0 BTG ,Concluído,,22/mai/26 10:33 AM,Sávio,5bbfb807412ef82f09606a29,Sprint 37,Sprint 38,Sprint 39,Sprint 40,Sprint 41,,,,22/mai/26 10:33 AM
Tarefa,POS-4116,105547,Obter profile por ID,90336,POS-3304,2.0 Dados CDP,Concluído,20/mai/26 12:00 AM,22/mai/26 10:37 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 41,,,,,,,,22/mai/26 10:37 AM
Problema,POS-4120,105570,Capodarte | Erro no segmentador,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,21/mai/26 12:00 AM,22/mai/26 11:43 AM,Danila Lucena,62a72fb5bf7afc006f3a9075,Sprint 41,,,,,,,,22/mai/26 11:43 AM
Problema,FRONT-664,105353,[SMB] 800670 - Miralis| Plugin de E-mail Marketing com erro de conexão recusada em auth-xp.wake.tech,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,21/mai/26 12:00 AM,22/mai/26 6:06 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 40,Sprint 41,,,,,,,22/mai/26 6:06 PM
Problema,FRONT-666,105355,[SMB] Bagy - 184140 - MATE&VIDA| Problema na criação de campanhas de Whatsapp marketing Produto ou serviço não informado,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,22/mai/26 12:00 AM,22/mai/26 6:08 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 40,Sprint 41,,,,,,,22/mai/26 6:08 PM
Problema,FRONT-640,105140,[SMB] e4e3cbc013032515aee00a3e5c4c573c -  Pretty Shoes  campanha pontual,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,VALIDATION,22/mai/26 12:00 AM,25/mai/26 11:34 AM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 41,,,,,,,,25/mai/26 11:34 AM
Problema,FRONT-528,103800,[SMB] 1441001 - Best Size by Carla Manso| Email Marketing - Erro 400 ao subir arquivo para campanha,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,11/mai/26 12:00 AM,25/mai/26 11:37 AM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 39,Sprint 40,Sprint 41,,,,,,25/mai/26 11:37 AM
Problema,FRONT-663,105352,[SMB] 878550 - CLINIFLEX| Campanhas de e-mails pontuais com alcance restrito.,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,21/mai/26 12:00 AM,25/mai/26 11:49 AM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 40,Sprint 41,,,,,,,25/mai/26 11:49 AM
Problema,POS-4140,105603, Erro no Processamento e Cópia de Segmentação,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,22/mai/26 12:00 AM,25/mai/26 1:44 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 41,,,,,,,,25/mai/26 1:44 PM
Subtarefa,POS-4135,105594,Unificação das Tags,105316,POS-4097,[CDP] Unificação dos SDK: Juntar SDK On site + SDK SMB (captação de eventos site),Concluído,21/mai/26 12:00 AM,25/mai/26 2:29 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 41,,,,,,,,25/mai/26 2:29 PM
Subtarefa,POS-4115,105546,[CDP] Unificação dos SDKs: Unificar SDK de plug-ins dentro da SDK nova criada,105316,POS-4097,[CDP] Unificação dos SDK: Juntar SDK On site + SDK SMB (captação de eventos site),Concluído,21/mai/26 12:00 AM,25/mai/26 2:29 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 41,,,,,,,,25/mai/26 2:29 PM
Subtarefa,POS-4136,105595,Testes local,105316,POS-4097,[CDP] Unificação dos SDK: Juntar SDK On site + SDK SMB (captação de eventos site),Concluído,21/mai/26 12:00 AM,25/mai/26 2:29 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 41,,,,,,,,25/mai/26 2:29 PM
Solicitação de serviço,POS-4128,105581,Erro na criação de filtro- allied_trocafy,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,21/mai/26 12:00 AM,26/mai/26 10:34 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 41,,,,,,,,26/mai/26 10:34 AM
Solicitação de serviço,POS-4118,105559,Dealer,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,22/mai/26 12:00 AM,26/mai/26 10:35 AM,Sávio,5bbfb807412ef82f09606a29,Sprint 41,,,,,,,,26/mai/26 10:35 AM
Solicitação de serviço,POS-4148,105613,Sumirê - Problema no disparo - Agendamento,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,25/mai/26 12:00 AM,26/mai/26 10:37 AM,Sávio,5bbfb807412ef82f09606a29,Sprint 41,,,,,,,,26/mai/26 10:37 AM
Tarefa,POS-4193,105679,Script NPS não está funcionando,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,26/mai/26 12:00 AM,26/mai/26 2:16 PM,Pedro Dib,5bc4ae2aa1a6a72f4761a152,Sprint 41,,,,,,,,26/mai/26 2:16 PM
Problema,POS-4192,105678,Re: Disparo de Abandono sem recomendação | Quadrante Editora - 15053,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,25/mai/26 12:00 AM,26/mai/26 2:20 PM,Danila Lucena,62a72fb5bf7afc006f3a9075,Sprint 41,,,,,,,,26/mai/26 2:20 PM
Problema,FRONT-669,105525,[SMB ] Xpetaculab KingHost Dificuldade para configurar remetente no E-mail Marketing ,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,25/mai/26 12:00 AM,26/mai/26 5:28 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 41,,,,,,,,26/mai/26 5:28 PM
Problema,FRONT-532,103836,[SMB] 1281779 - Pro Olhar| Erro ao criar campanha automática - sem link,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,12/mai/26 12:00 AM,26/mai/26 5:33 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 39,Sprint 40,Sprint 41,,,,,,26/mai/26 5:33 PM
Problema,FRONT-587,104737,[SMB] 1338940 - tons&madeira| Teste não dispara na campanha WhatsApp,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,21/mai/26 12:00 AM,26/mai/26 5:36 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 40,Sprint 41,,,,,,,26/mai/26 5:36 PM
Problema,FRONT-665,105354,[SMB] 754222 - Yangfit Problema com mensagens de carrinho abandonado no WhatsApp,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,,26/mai/26 5:43 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 40,Sprint 41,,,,,,,26/mai/26 5:43 PM
Problema,FRONT-682,105579,[SMB] 1180967 - Atacado Vencedor| Alterar plano e-mail mkt - Atacado vencedor,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,26/mai/26 12:00 AM,26/mai/26 5:58 PM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 41,,,,,,,,26/mai/26 5:58 PM
Problema,POS-4112,105522,ID: 50827 | Magalu ADS | Falha no disparo e divergência de contas (Login Final 25/27) – Cliente Magalu,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,26/mai/26 12:00 AM,26/mai/26 6:03 PM,Danila Lucena,62a72fb5bf7afc006f3a9075,Sprint 40,Sprint 41,,,,,,,26/mai/26 6:03 PM
Problema,POS-4133,105589,[BUG / Interface] Campo obrigatório ao selecionar nome da lista segmentação em campanha de E-mail| Vila Romana 8451,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,21/mai/26 12:00 AM,26/mai/26 6:06 PM,Danila Lucena,62a72fb5bf7afc006f3a9075,Sprint 41,,,,,,,,26/mai/26 6:06 PM
Problema,POS-4191,105677,Erro ao enviar dados para a lista de Domidona,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,26/mai/26 12:00 AM,26/mai/26 6:07 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 41,,,,,,,,26/mai/26 6:07 PM
Bug,FRONT-486,102609,[SMB/COMMERCE] Campanhas automáticas travadas em SENDING,97179,FRONT-124,Sys-Ops | SMB CARDS OPERACIONAIS,Concluído,20/mai/26 12:00 AM,,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 39,Sprint 40,Sprint 41,,,,,,27/mai/26 10:10 AM
Bug,POS-4141,105604,Apoio com problema em disparos de whatsapp,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,22/mai/26 12:00 AM,27/mai/26 10:36 AM,Sávio,5bbfb807412ef82f09606a29,Sprint 41,,,,,,,,27/mai/26 10:36 AM
Problema,POS-4113,105526,Erro visualização filtro | Balaroti 50755,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,27/mai/26 11:40 AM,Herbert Santos,630a7bcaf87d21c16228fed1,Sprint 40,Sprint 41,,,,,,,27/mai/26 11:40 AM
Subtarefa,POS-4144,105609,Abandono de carrinho: Clientes que abandonaram produtos no carrinho e não comprou,105515,POS-4106,[CDP] Liberar audiências pré definidas (SMB) para todo/qualquer cliente,Tarefas pendentes,,,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 41,,,,,,,,27/mai/26 3:04 PM
Subtarefa,POS-4143,105608,Pessoas engajadas: Pessoas com alto nível de engajamento nos últimos 7 dias,105515,POS-4106,[CDP] Liberar audiências pré definidas (SMB) para todo/qualquer cliente,Em andamento,25/mai/26 12:00 AM,,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 41,,,,,,,,27/mai/26 3:04 PM
Subtarefa,POS-3228,88241,[FRONT] Incluir atributo hasBackdrop na SDK,88239,POS-3227,FRONT: Evolução On site: cor do background,Concluído,,07/jan/26 5:00 PM,diego.vaz,60d23963624d70006984500b,Sprint 32,,,,,,,,
Subtarefa,POS-3229,88243,[FRONT] Incluir checkbox para habilitar backdrop,88239,POS-3227,FRONT: Evolução On site: cor do background,Concluído,,07/jan/26 6:31 PM,diego.vaz,60d23963624d70006984500b,Sprint 32,,,,,,,,
Solicitação de serviço,POS-3231,88246,50525 | Khelf | html campanha tradicional,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,08/jan/26 12:11 PM,Carlos Jeronimo,61782a51a6ecfc0071631438,Sprint 32,,,,,,,,
Solicitação de serviço,POS-3232,88280,Democrata  ID 50611 | Matriz RFV,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,08/jan/26 1:40 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 32,,,,,,,,
Tarefa,POS-3227,88239,FRONT: Evolução On site: cor do background,80925,POS-2168,Migração do On Site para plataforma,Concluído,,09/jan/26 9:25 AM,diego.vaz,60d23963624d70006984500b,Sprint 32,,,,,,,,
Tarefa,POS-3236,88355,FRONT: SDK do On Site deve enviar evento de view,80925,POS-2168,Migração do On Site para plataforma,Concluído,,12/jan/26 10:03 AM,Thiago Rocha,625491fe56e5a8006dd8c24e,Sprint 32,,,,,,,,
Solicitação de serviço,POS-3243,88452,Moovplay 50430 |  Validar Relatorio push App (colunas vazias) ,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,12/jan/26 4:46 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 32,,,,,,,,
Subtarefa,POS-3230,88245,Alteração do application.properties,86839,POS-3129,BACK: Trazer On site pra dentro do SMB Commerce,Concluído,,12/jan/26 9:02 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 31,Sprint 32,,,,,,,
Subtarefa,POS-3237,88440,Criar rota na mailsender-api para retornar os worflows cadastrados,88283,POS-3233,BACK: Ajustes no back para viabilizar workflow ser ativado por um on site (1.0 e 2.0),Concluído,,13/jan/26 9:45 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 32,Sprint 33,,,,,,,
Tarefa,POS-3235,88321,BACK: Rota da BFF para gráfico da tela de integrações,102395,POS-3965,2.0 SDK e Integrações,Concluído,,13/jan/26 9:59 AM,Pedro Dib,5bc4ae2aa1a6a72f4761a152,Sprint 32,,,,,,,,
Solicitação de serviço,POS-3244,88588,Erro ao editar envios duplicados no editor de template,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,13/jan/26 10:00 AM,Carlos Jeronimo,61782a51a6ecfc0071631438,Sprint 32,,,,,,,,
Tarefa,POS-3246,88591,Verificar erros 400 e 500 na API Transacional V2,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,13/jan/26 2:51 PM,Sávio,5bbfb807412ef82f09606a29,Sprint 32,,,,,,,,
Solicitação de serviço,POS-3247,88763,Uhuu | Aumento limite diário WAKE WhatsApp,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,13/jan/26 4:11 PM,Pedro Dib,5bc4ae2aa1a6a72f4761a152,Sprint 32,,,,,,,,
Subtarefa,POS-3238,88442,Criar rota na bff-mailsender para retornar os workflows cadastrados,88283,POS-3233,BACK: Ajustes no back para viabilizar workflow ser ativado por um on site (1.0 e 2.0),Concluído,,14/jan/26 9:43 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 32,Sprint 33,,,,,,,
Solicitação de serviço,POS-3248,88847,LP 50808 | Retirar Numero Whatsapp ,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,14/jan/26 2:45 PM,Pedro Dib,5bc4ae2aa1a6a72f4761a152,Sprint 32,,,,,,,,
Problema,POS-3250,88990,Distac | Webpush campanhas agendadas que não saíram ,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,15/jan/26 9:38 AM,Pedro Dib,5bc4ae2aa1a6a72f4761a152,Sprint 32,,,,,,,,
Problema,POS-3251,88991,Tupan | Webpush não está sendo ativado,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,15/jan/26 2:46 PM,Pedro Dib,5bc4ae2aa1a6a72f4761a152,Sprint 32,,,,,,,,
